,endTime,artistName,trackName,msPlayed,track_id,artist_name_track,artist_pop,album,track_pop,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
96,2023-03-16 21:44,Dance Fruits Music,STAY,348,4jtxk24eyUY3F9y3ucjxe0,Maurice Williams & The Zodiacs,48,Maurice Williams and The Zodiacs,64,,,,,,,,,,0.419,0.681,-11.137,0.04,0.777,0,0.255,0.788,118.904,99213,4
97,2023-03-16 21:44,MEDUZA,Bad Memories,148629,3rb0tMq42WfggucPm0HHkA,MEDUZA,77,Bad Memories (feat. Elley Duhé & FAST BOY),86,pop dance,pop house,uk dance,,,,,,,0.607,0.767,-6.069,0.0474,0.118,0,0.122,0.662,123.998,148629,3
98,2023-03-16 21:44,MEDUZA,Bad Memories,348,3rb0tMq42WfggucPm0HHkA,MEDUZA,77,Bad Memories (feat. Elley Duhé & FAST BOY),86,pop dance,pop house,uk dance,,,,,,,0.607,0.767,-6.069,0.0474,0.118,0,0.122,0.662,123.998,148629,3
99,2023-03-16 21:44,Dance Fruits Music,Hello,325,2uV2Jnqoa5oRnoGfNt19SP,Dance Fruits Music,73,Black Beatles,53,lo-fi product,,,,,,,,,0.779,0.794,-7.247,0.0586,0.081,1.75e-05,0.0681,0.494,125.022,140225,4
100,2023-03-16 21:44,Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,1346,4cG7HUWYHBV6R6tHn1gxrl,Riton,67,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],81,house,pop dance,uk dance,,,,,,,0.824,0.862,-3.424,0.126,0.0076,0.000132,0.303,0.801,122.98,169153,4
101,2023-03-16 21:44,Dance Fruits Music,"Calabria (feat. Fallen Roses, Lujavo & Lunis) - Shift K3Y Edit",348,6MKuYvesr8p8csU9jt5Roa,Dance Fruits Music,73,Dance Fruits Music,64,lo-fi product,,,,,,,,,0.727,0.904,-3.408,0.064,0.0153,0.55,0.0963,0.372,124.02,128500,4
102,2023-03-16 21:44,Alesso,When I’m Gone (with Katy Perry),348,5902W4uHWzhtOff1UK7the,Alesso,75,When I’m Gone (with Katy Perry),78,dance pop,edm,pop,pop dance,progressive electro house,tropical house,,,,0.685,0.886,-4.179,0.034,0.028,0,0.481,0.615,125.034,161267,4
103,2023-03-16 21:44,Dance Fruits Music,The Rhythm Of The Night,371,46tcH6oyF61incTXuv4eHm,Dance Fruits Music,73,Dance Fruits Music,48,lo-fi product,,,,,,,,,0.751,0.967,-3.145,0.0791,0.00407,0.675,0.0859,0.391,126.969,148062,4
104,2023-03-16 21:44,Dance Fruits Music,Drunken Sailor (Sea Shanty),2298,7nkkmnKIm0ENXaAAw0Bq6J,Dance Fruits Music,73,Drunken Sailor (Sea Shanty),55,lo-fi product,,,,,,,,,0.723,0.8,-4.863,0.033,0.0222,0,0.139,0.831,121.92,147541,4
105,2023-03-16 21:44,Shouse,Love Tonight (David Guetta Remix Edit),371,6OufwUcCqo81guU2jAlDVP,Shouse,69,Love Tonight,76,aussietronica,,,,,,,,,0.727,0.681,-7.114,0.0265,0.00214,0.000307,0.0861,0.448,123.028,241970,4
106,2023-03-16 21:44,Gabry Ponte,Thunder,1137,2USlegnFJLrVLpoVfPimKB,Gabry Ponte,73,Thunder,81,eurodance,italo dance,slap house,,,,,,,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3
107,2023-03-16 21:44,Dance Fruits Music,SUMMER JAM,325,6FhhABinxDtRNKsicIv1EF,Dance Fruits Music,73,SUMMER JAM,54,lo-fi product,,,,,,,,,0.665,0.896,-6.446,0.0439,0.0989,4.8e-06,0.423,0.202,125.02,142080,4
108,2023-03-16 21:41,Eros Ramazzotti,Una Emocion para Siempre,1741,32TxjkRcmXd3BNqBPIFMPN,Eros Ramazzotti,69,9 (Spanish Version),63,italian adult pop,mexican pop,,,,,,,,0.682,0.843,-4.488,0.0292,0.116,1.43e-05,0.291,0.862,119.869,236587,4
109,2023-03-16 21:41,Öwnboss,Move Your Body,2554,6GomT970rCOkKAyyrwJeZi,Öwnboss,66,Move Your Body,81,brazilian edm,,,,,,,,,0.848,0.821,-5.408,0.0527,0.0169,0.000403,0.0962,0.249,125.051,157445,4
110,2023-03-16 21:41,MELON,Blue (Da Ba Dee),12896,5WyD2lZhEeTNg91oEF0TYK,MELON,71,Blue (Da Ba Dee),63,lo-fi cover,slap house,,,,,,,,0.772,0.871,-4.267,0.0389,0.0938,0.248,0.097,0.323,124.975,132480,4
111,2023-03-16 21:41,MEDUZA,Bad Memories,1323,3rb0tMq42WfggucPm0HHkA,MEDUZA,77,Bad Memories (feat. Elley Duhé & FAST BOY),86,pop dance,pop house,uk dance,,,,,,,0.607,0.767,-6.069,0.0474,0.118,0,0.122,0.662,123.998,148629,3
112,2023-03-16 21:41,Dance Fruits Music,"Calabria (feat. Fallen Roses, Lujavo & Lunis) - Shift K3Y Edit",156190,6MKuYvesr8p8csU9jt5Roa,Dance Fruits Music,73,Dance Fruits Music,64,lo-fi product,,,,,,,,,0.727,0.904,-3.408,0.064,0.0153,0.55,0.0963,0.372,124.02,128500,4
113,2023-03-16 21:38,Alesso,When I’m Gone (with Katy Perry),2600,5902W4uHWzhtOff1UK7the,Alesso,75,When I’m Gone (with Katy Perry),78,dance pop,edm,pop,pop dance,progressive electro house,tropical house,,,,0.685,0.886,-4.179,0.034,0.028,0,0.481,0.615,125.034,161267,4
114,2023-03-16 21:38,Dance Fruits Music,Hello,3320,2uV2Jnqoa5oRnoGfNt19SP,Dance Fruits Music,73,Black Beatles,53,lo-fi product,,,,,,,,,0.779,0.794,-7.247,0.0586,0.081,1.75e-05,0.0681,0.494,125.022,140225,4
115,2023-03-16 21:38,Tiësto,Don't Be Shy,73514,0bI7K9Becu2dtXK1Q3cZNB,Tiësto,84,Don't Be Shy,80,big room,brostep,dutch edm,edm,house,pop dance,slap house,trance,,0.77,0.787,-3.748,0.0583,0.198,0,0.262,0.513,119.986,140500,4
116,2023-03-16 21:38,Dance Fruits Music,Better Off Alone,1277,4yKN43pgKLGsoGZWpHpW5A,Dance Fruits Music,73,Better Off Alone,60,lo-fi product,,,,,,,,,0.596,0.954,-3.751,0.0402,0.00142,0.243,0.239,0.266,131.964,155559,4
117,2023-03-16 21:37,Dance Fruits Music,Drunken Sailor (Sea Shanty),401,7nkkmnKIm0ENXaAAw0Bq6J,Dance Fruits Music,73,Drunken Sailor (Sea Shanty),55,lo-fi product,,,,,,,,,0.723,0.8,-4.863,0.033,0.0222,0,0.139,0.831,121.92,147541,4
118,2023-03-16 21:37,Dance Fruits Music,STAY,2716,4jtxk24eyUY3F9y3ucjxe0,Maurice Williams & The Zodiacs,48,Maurice Williams and The Zodiacs,64,,,,,,,,,,0.419,0.681,-11.137,0.04,0.777,0,0.255,0.788,118.904,99213,4
119,2023-03-16 21:37,ATB,Your Love (9PM),1602,5YaskwnGDZFDRipaqzbwQx,ATB,64,Your Love (9PM),79,german dance,german techno,german trance,trance,,,,,,0.669,0.784,-5.603,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053,4
120,2023-03-16 21:37,Dance Fruits Music,The Rhythm Of The Night,3320,46tcH6oyF61incTXuv4eHm,Dance Fruits Music,73,Dance Fruits Music,48,lo-fi product,,,,,,,,,0.751,0.967,-3.145,0.0791,0.00407,0.675,0.0859,0.391,126.969,148062,4
121,2023-03-16 21:37,Dance Fruits Music,SUMMER JAM,1625,6FhhABinxDtRNKsicIv1EF,Dance Fruits Music,73,SUMMER JAM,54,lo-fi product,,,,,,,,,0.665,0.896,-6.446,0.0439,0.0989,4.8e-06,0.423,0.202,125.02,142080,4
122,2023-03-16 21:37,Shouse,Love Tonight (David Guetta Remix Edit),441,6OufwUcCqo81guU2jAlDVP,Shouse,69,Love Tonight,76,aussietronica,,,,,,,,,0.727,0.681,-7.114,0.0265,0.00214,0.000307,0.0861,0.448,123.028,241970,4
123,2023-03-16 21:37,Gabry Ponte,Thunder,160000,2USlegnFJLrVLpoVfPimKB,Gabry Ponte,73,Thunder,81,eurodance,italo dance,slap house,,,,,,,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3
124,2023-03-16 21:34,Dance Fruits Music,Drunken Sailor (Sea Shanty),74775,7nkkmnKIm0ENXaAAw0Bq6J,Dance Fruits Music,73,Drunken Sailor (Sea Shanty),55,lo-fi product,,,,,,,,,0.723,0.8,-4.863,0.033,0.0222,0,0.139,0.831,121.92,147541,4
125,2023-03-16 21:33,Gabry Ponte,Thunder,160000,2USlegnFJLrVLpoVfPimKB,Gabry Ponte,73,Thunder,81,eurodance,italo dance,slap house,,,,,,,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3
126,2023-03-16 21:30,Dance Fruits Music,Put Your Hands Up 4 Detroit (feat. Tny),93576,3fbGgsysR0OKzsdr20HD4T,Fedde Le Grand,59,Put Your Hands Up For Detroit,39,dutch house,edm,electro house,house,pop dance,progressive electro house,progressive house,,,0.908,0.931,-5.93,0.174,0.00151,0.798,0.0626,0.265,128.016,393333,4
127,2023-03-16 21:30,Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,1764,4cG7HUWYHBV6R6tHn1gxrl,Riton,67,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],81,house,pop dance,uk dance,,,,,,,0.824,0.862,-3.424,0.126,0.0076,0.000132,0.303,0.801,122.98,169153,4
128,2023-03-16 21:30,Dance Fruits Music,Rise Up,2321,0tV8pOpiNsKqUys0ilUcXz,Andra Day,56,Cheers to the Fall,74,r&b,,,,,,,,,0.398,0.316,-7.031,0.0368,0.805,0,0.295,0.174,118.582,253342,4
129,2023-03-16 21:30,Dance Fruits Music,Freed From Desire,1904,3u5N55tHf7hXATSQrjBh2q,Gala,62,Come Into My Life (The Album),80,eurodance,hip house,italo dance,,,,,,,0.704,0.861,-4.221,0.0493,0.587,0.0615,0.0992,0.636,128.99,213394,4
130,2023-03-16 21:30,Dance Fruits Music,Cups,13537,6PdFFQZ2BNMCpZ48oLPHW5,Dance Fruits Music,73,Cups,53,lo-fi product,,,,,,,,,0.7,0.739,-6.814,0.0399,0.0372,0.000299,0.124,0.475,123.002,136568,4
131,2023-03-16 21:30,Dance Fruits Music,Cha Cha Slide,1346,1vvBUZseJ7fwYPX1NedOLd,Freddie Dredd,75,Cha Cha,70,aesthetic rap,meme rap,phonk,,,,,,,0.792,0.698,-6.364,0.172,0.489,0.0788,0.127,0.751,129.971,173938,4
132,2023-03-16 21:30,Dance Fruits Music,Cola,1555,0OXn0cXGNw2N3dHSeQeHzA,Dance Fruits Music,73,Cola,54,lo-fi product,,,,,,,,,0.713,0.729,-7.725,0.0517,0.149,0.012,0.084,0.423,122.072,120984,4
133,2023-03-16 21:30,Dance Fruits Music,One More Time,1277,0DiWol3AO6WpXZgp0goxAV,Daft Punk,82,Discovery,79,electro,filter house,rock,,,,,,,0.613,0.697,-8.618,0.133,0.0194,0,0.332,0.476,122.746,320357,4
134,2023-03-16 21:28,Rusted Root,Send Me on My Way,133501,6XK6Zw6JkFsHXzAcMWNiIr,Rusted Root,57,When I Woke,70,jam band,pittsburgh rock,,,,,,,,0.5,0.704,-8.797,0.0695,0.125,1.79e-05,0.138,0.722,119.463,263360,4
135,2023-03-16 21:25,Dua Lipa,Don't Start Now,183290,6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,87,Don't Start Now,79,dance pop,pop,uk pop,,,,,,,0.794,0.793,-4.521,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4
136,2023-03-16 21:22,M People,Moving on Up,215533,6vGW3d8X48CBaLdU0PQbey,M People,51,The Best Of M People,63,diva house,new romantic,new wave pop,sophisti-pop,,,,,,0.899,0.857,-6.128,0.037,0.0499,0.0299,0.112,0.961,125.072,215533,4
137,2023-03-16 21:18,Hanson,MMMBop,268653,0lnxrQAd9ZxbhBBe7d8FO8,Hanson,57,Middle Of Nowhere,71,boy band,,,,,,,,,0.683,0.937,-6.335,0.0449,0.00481,0.0046,0.07,0.619,104.872,268653,4
138,2023-03-16 21:14,Jamiroquai,Little L,295400,7hhclvecTpNxNNRCk7NUoc,Jamiroquai,68,A Funk Odyssey,67,dance pop,,,,,,,,,0.878,0.724,-5.373,0.129,0.168,0.0116,0.133,0.904,121.906,295400,4
139,2023-03-16 21:09,Annie Lennox,Walking on Broken Glass,253295,4CcSw8wQAHYf4XNckayPoc,Annie Lennox,70,Diva,69,new romantic,new wave,new wave pop,singer-songwriter,soft rock,synthpop,,,,0.749,0.562,-8.45,0.0281,0.215,1.1e-06,0.105,0.807,115.008,253296,4
140,2023-03-16 21:04,Calvin Harris,Feel So Close - Radio Edit,206413,1gihuPhrLraKYrJMAEONyc,Calvin Harris,86,18 Months,83,dance pop,edm,electro house,house,pop,progressive house,uk dance,,,0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4
141,2023-03-16 21:01,The Source,You Got The Love - New Voyager Radio Edit,193600,6u9RqxALwkjJ1ukB1y8vuP,Florence + The Machine,77,Lungs (Deluxe Edition),65,baroque pop,modern rock,uk alternative pop,,,,,,,0.574,0.704,-4.72,0.0319,0.00455,0,0.107,0.368,109.999,168667,4
142,2023-03-16 20:58,KT Tunstall,Suddenly I See,201706,5p9XWUdvbUzmPCukOmwoU3,KT Tunstall,60,Eye To The Telescope,75,ectofolk,lilith,neo mellow,pop rock,scottish singer-songwriter,,,,,0.587,0.767,-5.713,0.0449,0.225,0,0.112,0.664,100.38,201707,4
143,2023-03-16 20:54,The Wanted,Glad You Came,197935,5yDL13y5giogKs2fSNf7sj,The Wanted,65,Battleground (Deluxe Edition),80,boy band,dance pop,pop,post-teen pop,,,,,,0.722,0.851,-3.873,0.0639,0.0319,0,0.108,0.452,126.885,197936,4
144,2023-03-16 20:51,Deniece Williams,"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",262440,4VyU9Tg4drTj2mOUZHSK2u,Deniece Williams,53,Let's Hear It for the Boy (Expanded Edition),68,contemporary r&b,disco,funk,motown,post-disco,quiet storm,soul,urban contemporary,,0.808,0.485,-8.829,0.056,0.0761,0.00414,0.0477,0.714,122.659,262440,4
145,2023-03-16 20:47,Black Eyed Peas,I Gotta Feeling,289133,2H1047e0oMSj10dgp7p2VG,Black Eyed Peas,81,THE E.N.D. (THE ENERGY NEVER DIES),77,dance pop,pop,pop rap,,,,,,,0.744,0.766,-6.375,0.0265,0.0873,0,0.509,0.61,127.966,289133,4
146,2023-03-16 20:42,Simon Webbe,No Worries,209586,6bdFbw9THAMceZtkPWXu8e,Lil Wayne,86,I Am Not A Human Being II (Deluxe),63,hip hop,new orleans rap,pop rap,rap,trap,,,,,0.831,0.616,-5.611,0.153,0.0947,0,0.11,0.817,128.012,222867,4
147,2023-03-16 20:39,Junior Senior,Move Your Feet,181826,4jacsL77ZYnpInmTtUBaJW,Junior Senior,53,d-d-don't don't stop the beat (Explicit Content U.S. Version),62,danish pop,,,,,,,,,0.755,0.895,-2.619,0.0883,0.0507,0.0737,0.222,0.844,118.871,181907,4
148,2023-03-16 20:36,Florence + The Machine,Dog Days Are Over,252818,1YLJVmuzeM2YSUkCCaTNUB,Florence + The Machine,77,Lungs (Deluxe Edition),79,baroque pop,modern rock,uk alternative pop,,,,,,,0.492,0.81,-5.315,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840,4
149,2023-03-16 20:31,GROUPLOVE,Tongue Tied,218013,0GO8y8jQk1PkHzS31d699N,GROUPLOVE,65,Never Trust a Happy Song,80,indie rock,la indie,modern alternative rock,modern rock,pov: indie,,,,,0.56,0.936,-5.835,0.0439,0.00847,0,0.161,0.371,112.96,218013,4
150,2023-03-16 20:28,Artful Dodger,Moving Too Fast - Radio Edit,238093,4FLFm76nwepkcxzqS8PzH4,Artful Dodger,45,Movin' Too Fast (Ultimate Collection),57,2-step,uk funky,uk garage,,,,,,,0.844,0.506,-11.082,0.0453,0.0878,1.65e-05,0.0323,0.515,127.099,238093,4
151,2023-03-16 20:24,Smash Mouth,All Star,200373,3cfOd4CMv2snFaKAnMdnvK,Smash Mouth,66,Astro Lounge,80,pop rock,post-grunge,,,,,,,,0.731,0.867,-5.881,0.032,0.0395,0,0.0861,0.776,104.019,200373,4
152,2023-03-16 20:21,Reef,Place Your Hands,217413,29OrKlVi8EM1u8VDIlF4qO,Reef,43,Together - The Best Of,53,britpop,,,,,,,,,0.505,0.983,-3.249,0.0945,0.0262,1.63e-06,0.229,0.551,109.226,217413,4
153,2023-03-16 20:17,One Bit,Between You and Me,211440,2OqlfzJ5w5NHkcjXJm5997,Roman Alexander,43,Between You & Me (feat. Ashley Cooke),55,country pop,modern country pop,,,,,,,,0.629,0.615,-7.645,0.0326,0.00709,0,0.0905,0.639,99.968,169019,4
154,2023-03-16 20:13,Vance Joy,Riptide,204280,3JvrhDOgAt6p7K8mDyZwRd,Vance Joy,76,Dream Your Life Away (Special Edition),82,folk-pop,modern rock,,,,,,,,0.484,0.731,-6.694,0.0379,0.431,0,0.151,0.51,101.654,204280,4
155,2023-03-16 20:10,Ronan Keating,Lovin' Each Day,212973,61fUmn6wYvU7qS62wNvQFN,Ronan Keating,62,Ronan,59,europop,,,,,,,,,0.541,0.899,-6.261,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,212973,4
156,2023-03-16 20:07,Blonde,All Cried Out (feat. Alex Newell) - Radio Edit,170716,6n7rJUcwmQDestMYXoSoZF,Blonde,50,All Cried Out (feat. Alex Newell) [Radio Edit],63,house,uk dance,,,,,,,,0.657,0.757,-5.257,0.0584,0.428,0,0.0728,0.672,122.056,170716,4
157,2023-03-16 20:04,The Emotions,Best of My Love,220560,2M2WJ7gBlcKNxdhyfPp9zY,The Emotions,62,Rejoice,73,chicago soul,classic soul,disco,funk,girl group,motown,post-disco,quiet storm,soul,0.784,0.713,-6.865,0.0339,0.447,0.14,0.0904,0.97,115.443,220560,4
158,2023-03-16 20:00,Jungle,Busy Earnin',181772,5TloYFwzd09yWy8xkRLVUu,Jungle,68,Jungle,56,indie soul,indietronica,uk contemporary r&b,,,,,,,0.552,0.883,-5.61,0.0355,0.209,4.91e-06,0.0912,0.745,99.967,181773,4
159,2023-03-16 19:57,Dario G,Sunchyme,235850,5tQQCJaNdtafROf7M6hXax,Dario G,50,Dance Party,44,dream trance,eurodance,,,,,,,,0.694,0.977,-4.554,0.0741,0.0114,0.0956,0.0916,0.327,132.998,235850,4
160,2023-03-16 19:53,Niall Horan,No Judgement,90802,2sGF7DBXvL2GjkbG606m1G,Niall Horan,78,Heartbreak Weather,64,pop,,,,,,,,,0.723,0.726,-3.835,0.0472,0.0564,0.000126,0.057,0.962,100.051,176283,4
161,2023-03-16 19:52,Dolly Parton,9 to 5,162466,4w3tQBXhn5345eUXDGBWZG,Dolly Parton,72,9 To 5 And Odd Jobs,79,classic country pop,country,country dawn,,,,,,,0.554,0.783,-5.852,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467,4
162,2023-03-16 19:49,Adele,Send My Love (To Your New Lover),223078,0t7fVeEJxO2Xi4H2K5Svc9,Adele,86,25,75,british soul,pop,pop soul,uk pop,,,,,,0.688,0.533,-8.363,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,223079,4
163,2023-03-16 19:45,American Authors,Best Day Of My Life,194240,5Hroj5K7vLpIG4FNCRIjbP,American Authors,66,"Oh, What A Life",81,modern rock,pop rock,,,,,,,,0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4
164,2023-03-16 19:42,Dance Fruits Music,Better Off Alone,9334,4yKN43pgKLGsoGZWpHpW5A,Dance Fruits Music,73,Better Off Alone,60,lo-fi product,,,,,,,,,0.596,0.954,-3.751,0.0402,0.00142,0.243,0.239,0.266,131.964,155559,4
165,2023-03-15 18:10,Dance Fruits Music,Better Off Alone,40022,4yKN43pgKLGsoGZWpHpW5A,Dance Fruits Music,73,Better Off Alone,60,lo-fi product,,,,,,,,,0.596,0.954,-3.751,0.0402,0.00142,0.243,0.239,0.266,131.964,155559,4
166,2023-03-15 18:10,Alesso,When I’m Gone (with Katy Perry),161266,5902W4uHWzhtOff1UK7the,Alesso,75,When I’m Gone (with Katy Perry),78,dance pop,edm,pop,pop dance,progressive electro house,tropical house,,,,0.685,0.886,-4.179,0.034,0.028,0,0.481,0.615,125.034,161267,4
167,2023-03-15 18:07,Dance Fruits Music,STAY,2270,4jtxk24eyUY3F9y3ucjxe0,Maurice Williams & The Zodiacs,48,Maurice Williams and The Zodiacs,64,,,,,,,,,,0.419,0.681,-11.137,0.04,0.777,0,0.255,0.788,118.904,99213,4
168,2023-03-15 18:07,Dance Fruits Music,The Rhythm Of The Night,1420,46tcH6oyF61incTXuv4eHm,Dance Fruits Music,73,Dance Fruits Music,48,lo-fi product,,,,,,,,,0.751,0.967,-3.145,0.0791,0.00407,0.675,0.0859,0.391,126.969,148062,4
169,2023-03-15 18:07,ATB,Your Love (9PM),930,5YaskwnGDZFDRipaqzbwQx,ATB,64,Your Love (9PM),79,german dance,german techno,german trance,trance,,,,,,0.669,0.784,-5.603,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053,4
170,2023-03-15 18:07,Tiësto,Don't Be Shy,1400,0bI7K9Becu2dtXK1Q3cZNB,Tiësto,84,Don't Be Shy,80,big room,brostep,dutch edm,edm,house,pop dance,slap house,trance,,0.77,0.787,-3.748,0.0583,0.198,0,0.262,0.513,119.986,140500,4
171,2023-03-15 18:07,Dance Fruits Music,Drunken Sailor (Sea Shanty),147540,7nkkmnKIm0ENXaAAw0Bq6J,Dance Fruits Music,73,Drunken Sailor (Sea Shanty),55,lo-fi product,,,,,,,,,0.723,0.8,-4.863,0.033,0.0222,0,0.139,0.831,121.92,147541,4
172,2023-03-15 18:07,Shouse,Love Tonight (David Guetta Remix Edit),20017,6OufwUcCqo81guU2jAlDVP,Shouse,69,Love Tonight,76,aussietronica,,,,,,,,,0.727,0.681,-7.114,0.0265,0.00214,0.000307,0.0861,0.448,123.028,241970,4
173,2023-03-15 18:07,Dance Fruits Music,SUMMER JAM,1690,6FhhABinxDtRNKsicIv1EF,Dance Fruits Music,73,SUMMER JAM,54,lo-fi product,,,,,,,,,0.665,0.896,-6.446,0.0439,0.0989,4.8e-06,0.423,0.202,125.02,142080,4
174,2023-03-15 18:04,Gabry Ponte,Thunder,160000,2USlegnFJLrVLpoVfPimKB,Gabry Ponte,73,Thunder,81,eurodance,italo dance,slap house,,,,,,,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3
175,2023-03-15 18:02,Dance Fruits Music,Drunken Sailor (Sea Shanty),134455,7nkkmnKIm0ENXaAAw0Bq6J,Dance Fruits Music,73,Drunken Sailor (Sea Shanty),55,lo-fi product,,,,,,,,,0.723,0.8,-4.863,0.033,0.0222,0,0.139,0.831,121.92,147541,4
176,2023-03-15 12:04,MEDUZA,Bad Memories,148629,3rb0tMq42WfggucPm0HHkA,MEDUZA,77,Bad Memories (feat. Elley Duhé & FAST BOY),86,pop dance,pop house,uk dance,,,,,,,0.607,0.767,-6.069,0.0474,0.118,0,0.122,0.662,123.998,148629,3
177,2023-03-15 12:02,Dance Fruits Music,"Calabria (feat. Fallen Roses, Lujavo & Lunis) - Shift K3Y Edit",156190,6MKuYvesr8p8csU9jt5Roa,Dance Fruits Music,73,Dance Fruits Music,64,lo-fi product,,,,,,,,,0.727,0.904,-3.408,0.064,0.0153,0.55,0.0963,0.372,124.02,128500,4
178,2023-03-15 11:59,Dance Fruits Music,Drunken Sailor (Sea Shanty),147540,7nkkmnKIm0ENXaAAw0Bq6J,Dance Fruits Music,73,Drunken Sailor (Sea Shanty),55,lo-fi product,,,,,,,,,0.723,0.8,-4.863,0.033,0.0222,0,0.139,0.831,121.92,147541,4
179,2023-03-15 11:56,Gabry Ponte,Thunder,160000,2USlegnFJLrVLpoVfPimKB,Gabry Ponte,73,Thunder,81,eurodance,italo dance,slap house,,,,,,,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3
180,2023-03-15 11:54,Dance Fruits Music,Drunken Sailor (Sea Shanty),4398,7nkkmnKIm0ENXaAAw0Bq6J,Dance Fruits Music,73,Drunken Sailor (Sea Shanty),55,lo-fi product,,,,,,,,,0.723,0.8,-4.863,0.033,0.0222,0,0.139,0.831,121.92,147541,4
181,2023-03-15 11:54,Dance Fruits Music,Put Your Hands Up 4 Detroit (feat. Tny),2550,3fbGgsysR0OKzsdr20HD4T,Fedde Le Grand,59,Put Your Hands Up For Detroit,39,dutch house,edm,electro house,house,pop dance,progressive electro house,progressive house,,,0.908,0.931,-5.93,0.174,0.00151,0.798,0.0626,0.265,128.016,393333,4
182,2023-03-15 08:33,Gabry Ponte,Thunder,160000,2USlegnFJLrVLpoVfPimKB,Gabry Ponte,73,Thunder,81,eurodance,italo dance,slap house,,,,,,,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3
183,2023-03-15 08:30,MEDUZA,Bad Memories,148629,3rb0tMq42WfggucPm0HHkA,MEDUZA,77,Bad Memories (feat. Elley Duhé & FAST BOY),86,pop dance,pop house,uk dance,,,,,,,0.607,0.767,-6.069,0.0474,0.118,0,0.122,0.662,123.998,148629,3
184,2023-03-15 08:30,MELON,Blue (Da Ba Dee),10018,5WyD2lZhEeTNg91oEF0TYK,MELON,71,Blue (Da Ba Dee),63,lo-fi cover,slap house,,,,,,,,0.772,0.871,-4.267,0.0389,0.0938,0.248,0.097,0.323,124.975,132480,4
185,2023-03-15 08:28,Dance Fruits Music,"Calabria (feat. Fallen Roses, Lujavo & Lunis) - Shift K3Y Edit",156190,6MKuYvesr8p8csU9jt5Roa,Dance Fruits Music,73,Dance Fruits Music,64,lo-fi product,,,,,,,,,0.727,0.904,-3.408,0.064,0.0153,0.55,0.0963,0.372,124.02,128500,4
186,2023-03-15 08:25,Dance Fruits Music,Drunken Sailor (Sea Shanty),147540,7nkkmnKIm0ENXaAAw0Bq6J,Dance Fruits Music,73,Drunken Sailor (Sea Shanty),55,lo-fi product,,,,,,,,,0.723,0.8,-4.863,0.033,0.0222,0,0.139,0.831,121.92,147541,4
187,2023-03-15 08:25,Shouse,Love Tonight (David Guetta Remix Edit),8907,6OufwUcCqo81guU2jAlDVP,Shouse,69,Love Tonight,76,aussietronica,,,,,,,,,0.727,0.681,-7.114,0.0265,0.00214,0.000307,0.0861,0.448,123.028,241970,4
188,2023-03-15 08:23,Gabry Ponte,Thunder,160000,2USlegnFJLrVLpoVfPimKB,Gabry Ponte,73,Thunder,81,eurodance,italo dance,slap house,,,,,,,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3
189,2023-03-15 08:20,Dance Fruits Music,Put Your Hands Up 4 Detroit (feat. Tny),2680,3fbGgsysR0OKzsdr20HD4T,Fedde Le Grand,59,Put Your Hands Up For Detroit,39,dutch house,edm,electro house,house,pop dance,progressive electro house,progressive house,,,0.908,0.931,-5.93,0.174,0.00151,0.798,0.0626,0.265,128.016,393333,4
190,2023-03-14 22:20,Dance Fruits Music,Cola,120983,0OXn0cXGNw2N3dHSeQeHzA,Dance Fruits Music,73,Cola,54,lo-fi product,,,,,,,,,0.713,0.729,-7.725,0.0517,0.149,0.012,0.084,0.423,122.072,120984,4
